653480,0.0653361872,the
331975,0.0331914990,of
273365,0.0273315585,and
265027,0.0264979092,in
186027,0.0185993372,to
104642,0.0104623084,was
90058,0.0090041720,is
79293,0.0079278666,for
77087,0.0077073065,as
77080,0.0077066066,on
68942,0.0068929538,by
66287,0.0066275017,with
54755,0.0054745102,he
53005,0.0052995418,at
50582,0.0050572856,that
50273,0.0050263912,from
44323,0.0044314988,his
41767,0.0041759450,it
35676,0.0035669551,an
28689,0.0028683814,were
28335,0.0028329878,are
27054,0.0027049110,also
26458,0.0026453217,which
23870,0.0023865685,or
23853,0.0023848688,this
23118,0.0023113821,be
20964,0.0020960210,first
20720,0.0020716255,has
20029,0.0020025379,had
19807,0.0019803420,new
18270,0.0018266697,their
18179,0.0018175714,one
17632,0.0017628813,after
17127,0.0017123904,its
16808,0.0016804962,who
16793,0.0016789964,but
16634,0.0016630993,not
15689,0.0015686164,her
15517,0.0015514195,they
14771,0.0014768330,have
14744,0.0014741335,she
14425,0.0014422392,two
13107,0.0013104631,other
12922,0.0012919664,been
12217,0.0012214792,when
11801,0.0011798867,all
11638,0.0011635896,during
11076,0.0011073998,school
11006,0.0011004010,may
10873,0.0010871035,into
10822,0.0010820044,time
10437,0.0010435113,there
9971,0.0009969198,more
9949,0.0009947202,university
9469,0.0009467288,years
9399,0.0009397301,over
9239,0.0009237330,only
9140,0.0009138348,world
9121,0.0009119351,state
9068,0.0009066361,national
8946,0.0008944383,city
8892,0.0008890393,no
8774,0.0008772414,most
8567,0.0008565451,up
8525,0.0008523459,where
8428,0.0008426476,between
8427,0.0008425477,united
8367,0.0008365488,would
8348,0.0008346491,later
8341,0.0008339492,some
8277,0.0008275504,can
8195,0.0008193519,about
8106,0.0008104535,de
8097,0.0008095536,him
7941,0.0007939565,born
7934,0.0007932566,history
7908,0.0007906570,film
7908,0.0007906570,such
7901,0.0007899572,used
7866,0.0007864578,out
7827,0.0007825585,three
7724,0.0007722604,while
7688,0.0007686610,made
7564,0.0007562633,war
7561,0.0007559633,then
7480,0.0007478648,states
7456,0.0007454652,under
7363,0.0007361669,part
7346,0.0007344672,year
7301,0.0007299680,season
7236,0.0007234692,many
7190,0.0007188700,team
7187,0.0007185701,second
7104,0.0007102716,known
7090,0.0007088718,than
7022,0.0007020731,see
6987,0.0006985737,south
6884,0.0006882756,through
