0.0301295188,0.0653361872,0.0371752163,the
0.0143666885,0.0331914990,0.0193016624,of
0.0096650883,0.0273315585,0.0179306321,and
0.0095002790,0.0104623084,0.0010614242,was
0.0072857643,0.0185993372,0.0114490833,to
0.0055976202,0.0077073065,0.0021528289,as
0.0041428800,0.0054745102,0.0013543104,he
0.0037402278,0.0068929538,0.0031785072,by
0.0031776673,0.0050572856,0.0018956887,that
0.0030595388,0.0079278666,0.0048925834,for
0.0026347804,0.0027049110,0.0000772574,also
0.0025748090,0.0028683814,0.0003009579,were
0.0024442303,0.0026453217,0.0002075572,which
0.0023856868,0.0050263912,0.0026526958,from
0.0021120761,0.0041759450,0.0020726888,it
0.0019369178,0.0020960210,0.0001631630,first
0.0018721436,0.0023865685,0.0005188929,or
0.0016174373,0.0019803420,0.0003661078,new
0.0015004870,0.0020025379,0.0005050557,had
0.0013801806,0.0017628813,0.0003851338,after
0.0012483314,0.0016630993,0.0004168440,not
0.0012186513,0.0016789964,0.0004623912,but
0.0011625120,0.0020716255,0.0009115218,has
0.0011491207,0.0016804962,0.0005333066,who
0.0010898906,0.0023113821,0.0012240107,be
0.0010875440,0.0012919664,0.0002058275,been
0.0010442301,0.0017123904,0.0006699484,its
0.0010433178,0.0011004010,0.0000582313,may
0.0009674317,0.0009947202,0.0000282508,university
0.0009422159,0.0014741335,0.0005333066,she
0.0009124111,0.0012214792,0.0003101826,when
0.0008962228,0.0011073998,0.0002121695,school
0.0008581764,0.0009467288,0.0000893649,years
0.0008574332,0.0015514195,0.0006953165,they
0.0008473413,0.0014768330,0.0006307431,have
0.0008328575,0.0009969198,0.0001648926,more
0.0008279376,0.0009119351,0.0000847525,state
0.0008214753,0.0009066361,0.0000859056,national
0.0008134192,0.0008346491,0.0000219088,later
0.0008120983,0.0008425477,0.0000311336,united
0.0007813663,0.0009138348,0.0001331825,world
0.0007813162,0.0007939565,0.0000132606,born
0.0007804895,0.0008772414,0.0000974366,most
0.0007687794,0.0007906570,0.0000224854,film
0.0007627280,0.0007932566,0.0000311336,history
0.0007534093,0.0008104535,0.0000576548,de
0.0007462763,0.0007906570,0.0000449707,such
0.0007353046,0.0009237330,0.0001891076,only
0.0007271114,0.0007899572,0.0000634202,used
0.0007224605,0.0007478648,0.0000259446,states
0.0007126152,0.0007299680,0.0000178730,season
0.0007012925,0.0023848688,0.0016852488,this
0.0006969295,0.0007102716,0.0000138371,known
0.0006910595,0.0007562633,0.0000657264,war
0.0006617316,0.0007344672,0.0000732216,year
0.0006440181,0.0006683792,0.0000247915,became
0.0006390983,0.0011635896,0.0005252349,during
0.0006342734,0.0007185701,0.0000847525,second
0.0006282384,0.0007361669,0.0001083910,part
0.0006211737,0.0006985737,0.0000778339,south
0.0006094043,0.0007559633,0.0001470197,then
0.0005993350,0.0006058905,0.0000069186,county
0.0005989289,0.0010820044,0.0004837235,time
0.0005959872,0.0006330855,0.0000374756,including
0.0005879721,0.0008365488,0.0002490686,would
0.0005834612,0.0007686610,0.0001856483,made
0.0005784852,0.0005867939,0.0000086482,however
0.0005784055,0.0007088718,0.0001308763,than
0.0005733064,0.0008426476,0.0002698243,between
0.0005687359,0.0006052906,0.0000368990,early
0.0005578754,0.0005834945,0.0000259446,district
0.0005525704,0.0005781955,0.0000259446,since
0.0005484702,0.0006155887,0.0000674561,north
0.0005384291,0.0005439017,0.0000057655,career
0.0005380890,0.0005499006,0.0000121075,international
0.0005316077,0.0005756959,0.0000443942,john
0.0005182666,0.0005640980,0.0000461238,until
0.0005144572,0.0005309040,0.0000167199,league
0.0005016065,0.0006511823,0.0001499024,series
0.0004997374,0.0008890393,0.0003897462,no
0.0004923020,0.0005347033,0.0000426645,following
0.0004906367,0.0005704969,0.0000801401,name
0.0004888827,0.0005382027,0.0000495831,company
0.0004805456,0.0004901114,0.0000098013,released
0.0004783563,0.0006711787,0.0001931435,these
0.0004752990,0.0005131072,0.0000380521,played
0.0004695574,0.0011798867,0.0007108833,all
0.0004686711,0.0004742143,0.0000057655,former
0.0004678956,0.0004838125,0.0000161433,august
0.0004664566,0.0008523459,0.0003862869,where
0.0004657467,0.0004805131,0.0000149902,government
0.0004603593,0.0005097078,0.0000495831,march
0.0004447839,0.0004584171,0.0000138371,won
0.0004328934,0.0004494187,0.0000167199,general
0.0004324148,0.0005837944,0.0001516320,well
0.0004314126,0.0004704149,0.0000392052,west
0.0004214840,0.0006431837,0.0002219708,both
0.0004183674,0.0004516183,0.0000334398,member
0.0004179349,0.0004235234,0.0000057655,population
0.0004143155,0.0006613804,0.0002473389,before
0.0004117970,0.0004312220,0.0000196026,official
0.0004110956,0.0004207239,0.0000098013,president
0.0004099137,0.0004322219,0.0000224854,located
0.0004017118,0.0004632163,0.0000616906,college
0.0003954107,0.0004252231,0.0000299805,system
0.0003945151,0.0004122255,0.0000178730,age
0.0003846654,0.0007020731,0.0003176778,see
0.0003824238,0.0004641161,0.0000818698,club
0.0003795952,0.0004117256,0.0000322867,service
0.0003777360,0.0004231235,0.0000455473,east
0.0003717008,0.0003796314,0.0000080717,based
0.0003705536,0.0005974920,0.0002271598,life
0.0003679164,0.0003787315,0.0000109544,final
0.0003641081,0.0003674336,0.0000034593,published
0.0003623970,0.0003997277,0.0000374756,named
0.0003622488,0.0003788315,0.0000167199,major
0.0003604599,0.0003822309,0.0000219088,english
0.0003593626,0.0007188700,0.0003597657,team
0.0003592707,0.0003764319,0.0000172964,due
0.0003560325,0.0004873119,0.0001314529,list
0.0003514190,0.0003576353,0.0000063420,died
0.0003508720,0.0003657339,0.0000149902,century
0.0003483661,0.0004047268,0.0000565017,began
0.0003482115,0.0003567355,0.0000086482,education
0.0003465715,0.0004202240,0.0000737981,found
0.0003464223,0.0003503367,0.0000040358,received
0.0003422463,0.0004447196,0.0001026255,end
0.0003383064,0.0003468373,0.0000086482,although
0.0003349164,0.0003388387,0.0000040358,species
0.0003334686,0.0003362392,0.0000028827,division
0.0003330926,0.0003658339,0.0000328632,built
0.0003328271,0.0006577811,0.0003251729,family
0.0003323095,0.0003483370,0.0000161433,award
0.0003308441,0.0003526362,0.0000219088,law
0.0003262363,0.0003797313,0.0000536189,village
0.0003225634,0.0003253412,0.0000028827,development
0.0003214748,0.0003490369,0.0000276743,main
0.0003185145,0.0003397386,0.0000213323,served
0.0003174257,0.0003340396,0.0000167199,include
0.0003129234,0.0005157068,0.0002029448,number
0.0003121408,0.0003610347,0.0000490066,order
0.0003109463,0.0003183424,0.0000074951,original
0.0003100806,0.0004702150,0.0001602802,best
0.0003083975,0.0004224236,0.0001141564,church
0.0003077210,0.0003733325,0.0000657264,took
0.0003066559,0.0003486370,0.0000420880,games
0.0003054730,0.0003503367,0.0000449707,death
0.0003025427,0.0003099440,0.0000074951,according
0.0002996520,0.0003906294,0.0000910945,because
0.0002954901,0.0004291224,0.0001337591,use
0.0002944973,0.0003376390,0.0000432411,french
0.0002939359,0.0004483189,0.0001545148,town
0.0002907966,0.0002947467,0.0000040358,council
0.0002887017,0.0002903475,0.0000017296,included
0.0002876715,0.0003008456,0.0000132606,press
0.0002874123,0.0003138433,0.0000265212,often
0.0002852505,0.0003837306,0.0000985896,held
0.0002844170,0.0003085442,0.0000242150,community
0.0002841231,0.0002961465,0.0000121075,research
0.0002830623,0.0003475372,0.0000645733,german
0.0002827405,0.0002878480,0.0000051889,services
0.0002808751,0.0002819490,0.0000011531,minister
0.0002769912,0.0002809492,0.0000040358,association
0.0002768315,0.0003038451,0.0000270977,la
0.0002743947,0.0004599168,0.0001856483,same
0.0002739849,0.0004053267,0.0001314529,any
0.0002736991,0.0003416382,0.0000680326,army
0.0002727701,0.0003228416,0.0000501596,single
0.0002720068,0.0002788496,0.0000069186,royal
0.0002712535,0.0002792495,0.0000080717,further
0.0002683585,0.0002740505,0.0000057655,million
0.0002680875,0.0002818490,0.0000138371,central
0.0002670876,0.0002710510,0.0000040358,championship
0.0002646643,0.0003637342,0.0000991662,local
0.0002640982,0.0005038089,0.0002398438,public
0.0002611090,0.0002656520,0.0000046124,director
